,nameNodeOr,nameNodeEx,Quadripole
1673,node_5345,node_3111,line_1254
1674,node_3446,node_3468,line_1255
1675,node_3446,node_1272,line_1256
1676,node_3446,node_4572,line_1257
1677,node_3446,node_223,line_1258
1678,node_2160,node_1550,line_1259
1679,node_2433,node_4789,line_1265
1680,node_3576,node_3370,line_1260
1681,node_3576,node_1216,line_1261
1682,node_717,node_414,line_1262
1683,node_4980,node_5294,line_1263
1684,node_4980,node_1690,line_1264
1685,node_76,node_3857,line_1267
1686,node_76,node_215,line_1268
1687,node_5571,node_2791,line_1269
1688,node_5571,node_2828,line_1270
1689,node_3149,node_3628,line_1271
1690,node_4837,node_746,line_1272
1691,node_4837,node_5339,line_1273
1692,node_436,node_2457,line_1274
1693,node_2388,node_2457,line_1275
1694,node_1452,node_2457,line_1276
1695,node_5156,node_2457,line_1277
1696,node_634,node_2109,line_1278
1697,node_634,node_3441,line_1279
1698,node_634,node_205,line_1280
1699,node_5124,node_1742,line_1281
1700,node_5124,node_3469,line_1282
1701,node_1697,node_2753,line_1291
1702,node_1697,node_3177,line_1292
1703,node_4366,node_5471,line_1283
1704,node_4366,node_2761,line_1284
1705,node_4366,node_1983,line_1285
1706,node_4366,node_4396,line_1286
1707,node_4366,node_131,line_1287
1708,node_4366,node_131,line_1288
1709,node_4020,node_5248,line_1293
1710,node_4020,node_945,line_1294
1711,node_2290,node_5520,line_1296
1712,node_2241,node_4684,line_1321
1713,node_2241,node_3797,line_1322
1714,node_1193,node_2372,line_1323
1715,node_1193,node_5055,line_1324
1716,node_1193,node_2711,line_1325
1717,node_3019,node_4624,line_1327
1718,node_3019,node_4936,line_1326
1719,node_3019,node_5485,line_1328
1720,node_3019,node_4665,line_1330
1721,node_3019,node_4936,line_1329
1722,node_3019,node_4889,line_1331
1723,node_1863,node_886,line_1332
1724,node_1863,node_2140,line_1333
1725,node_5090,node_146,line_1335
1726,node_5479,node_4940,line_1334
1727,node_1958,node_1153,line_1336
1728,node_1958,node_5617,line_1337
1729,node_2329,node_3476,line_1338
1730,node_2329,node_4878,line_1339
1731,node_2329,node_3651,line_1340
1732,node_2365,node_3180,line_1341
1733,node_2365,node_5362,line_1342
1734,node_4103,node_2983,line_1343
1735,node_3976,node_1306,line_1344
1736,node_3976,node_4405,line_1345
1737,node_4103,node_5088,line_1346
1738,node_3976,node_1630,line_1347
1739,node_4103,node_1605,line_1348
1740,node_3976,node_519,line_1349
1741,node_4103,node_4405,line_1350
1742,node_347,node_4836,line_1351
1743,node_347,node_3006,line_1352
1744,node_347,node_313,line_1353
1745,node_347,node_512,line_1354
1746,node_347,node_1450,line_1355
1747,node_347,node_5274,line_1356
1748,node_347,node_3006,line_1357
1749,node_5200,node_1336,line_1358
1750,node_5200,node_1092,line_1359
1751,node_4103,node_347,line_1360
1752,node_3976,node_347,line_1361
1753,node_347,node_5200,line_1362
1754,node_347,node_5200,line_1363
1755,node_5466,node_4223,line_1364
1756,node_5466,node_3606,line_1365
1757,node_2338,node_3161,line_1366
1758,node_5466,node_4335,line_1367
1759,node_2338,node_4047,line_1368
1760,node_5466,node_918,line_1369
1761,node_2338,node_3220,line_1370
1762,node_4085,node_3882,line_1371
1763,node_4085,node_5451,line_1372
1764,node_4085,node_4123,line_1373
1765,node_4085,node_1709,line_1374
1766,node_4085,node_5451,line_1375
1767,node_4085,node_1709,line_1376
1768,node_2338,node_4085,line_1377
1769,node_5466,node_4085,line_1378
1770,node_1094,node_1672,line_1379
1771,node_1094,node_3844,line_1380
1772,node_1094,node_3864,line_1381
1773,node_1344,node_716,line_1382
1774,node_5347,node_5179,line_1387
1775,node_5347,node_5179,line_1388
1776,node_1319,node_1212,line_1389
1777,node_1184,node_2502,line_1390
1778,node_1184,node_2245,line_1391
1779,node_1184,node_3926,line_1392
1780,node_1184,node_2473,line_1393
1781,node_1184,node_2732,line_1394
1782,node_1184,node_3989,line_1395
1783,node_1184,node_2502,line_1396
1784,node_1184,node_2473,line_1397
1785,node_1184,node_1613,line_1398
1786,node_2856,node_2826,line_1399
1787,node_2856,node_4763,line_1400
1788,node_2856,node_4763,line_1401
1789,node_1184,node_2856,line_1402
1790,node_1184,node_2856,line_1403
1791,node_1184,node_2856,line_1404
1792,node_5034,node_5148,line_1405
1793,node_5034,node_710,line_1406
1794,node_5034,node_2863,line_1407
1795,node_4784,node_1797,line_1408
1796,node_4784,node_2216,line_1409
1797,node_2144,node_4969,line_1410
1798,node_1386,node_1992,line_1411
1799,node_1647,node_3006,line_1412
1800,node_2471,node_3006,line_1413
1801,node_876,node_1521,line_1414
1802,node_876,node_1594,line_1415
1803,node_876,node_4126,line_1416
1804,node_876,node_5507,line_1417
1805,node_5191,node_4416,line_1418
1806,node_5191,node_1657,line_1419
1807,node_876,node_5191,line_1420
1808,node_3840,node_1280,line_1421
1809,node_1004,node_1809,line_1422
1810,node_1612,node_4644,line_1423
1811,node_4644,node_5408,line_1424
1812,node_4644,node_223,line_1425
1813,node_340,node_3493,line_1426
1814,node_340,node_3060,line_1427
1815,node_4773,node_1474,line_1428
1816,node_707,node_5388,line_1429
1817,node_668,node_3720,line_1430
1818,node_668,node_1265,line_1431
1819,node_668,node_3580,line_1432
1820,node_668,node_3959,line_1433
1821,node_668,node_3720,line_1434
1822,node_707,node_668,line_1435
1823,node_2750,node_3225,line_1436
1824,node_2750,node_1511,line_1437
1825,node_1113,node_3036,line_1438
1826,node_1113,node_3107,line_1439
1827,node_3172,node_111,line_1442
1828,node_3131,node_111,line_1443
1829,node_4061,node_1615,line_1444
1830,node_14,node_4217,line_1447
1831,node_14,node_3483,line_1448
1832,node_14,node_3937,line_1449
1833,node_14,node_4620,line_1450
1834,node_5225,node_582,line_1451
1835,node_709,node_1011,line_1452
1836,node_709,node_796,line_1453
1837,node_3658,node_273,line_1454
1838,node_3658,node_4690,line_1455
1839,node_4036,node_3882,line_1456
1840,node_4036,node_1203,line_1457
1841,node_3658,node_4036,line_1458
1842,node_3476,node_5221,line_1459
1843,node_3476,node_5214,line_1460
1844,node_3476,node_5221,line_1461
1845,node_5188,node_1343,line_1462
1846,node_5188,node_2379,line_1463
1847,node_724,node_950,line_1464
1848,node_724,node_990,line_1465
1849,node_4634,node_1220,line_1466
1850,node_5078,node_604,line_1467
1851,node_5078,node_2453,line_1468
1852,node_1120,node_2445,line_1469
1853,node_1120,node_2625,line_1470
1854,node_1459,node_1454,line_1471
1855,node_1459,node_3815,line_1472
1856,node_3310,node_4926,line_1473
1857,node_3310,node_5497,line_1474
1858,node_3005,node_3846,line_1475
1859,node_3005,node_4804,line_1476
1860,node_3005,node_233,line_1477
1861,node_3005,node_509,line_1478
1862,node_3005,node_2036,line_1479
1863,node_3005,node_4464,line_1480
1864,node_4666,node_3936,line_1481
1865,node_4666,node_2521,line_1482
1866,node_4841,node_2813,line_1483
1867,node_2835,node_395,line_1484
1868,node_5349,node_3594,line_1485
1869,node_3076,node_2918,line_1486
1870,node_5375,node_4654,line_1487
1871,node_2918,node_743,line_1488
1872,node_2918,node_4457,line_1489
1873,node_2918,node_2961,line_1490
1874,node_2918,node_2348,line_1491
1875,node_3076,node_5375,line_1492
1876,node_3955,node_1838,line_1493
1877,node_2918,node_3955,line_1494
1878,node_2918,node_3955,line_1495
1879,node_4891,node_4834,line_1496
1880,node_1277,node_1952,line_1497
1881,node_2445,node_3957,line_1498
1882,node_412,node_1785,line_1506
1883,node_412,node_3649,line_1507
1884,node_412,node_439,line_1508
1885,node_1796,node_1163,line_1509
1886,node_1796,node_1876,line_1510
1887,node_2857,node_3990,line_1511
1888,node_913,node_1736,line_1512
1889,node_913,node_4848,line_1513
1890,node_1326,node_2730,line_1514
1891,node_1326,node_4650,line_1515
1892,node_1326,node_944,line_1516
1893,node_1326,node_4650,line_1517
1894,node_1019,node_4809,line_1518
1895,node_3858,node_5464,line_1519
1896,node_3858,node_513,line_1520
1897,node_2457,node_4434,line_1521
1898,node_2457,node_1974,line_1522
1899,node_2457,node_2855,line_1523
1900,node_2457,node_2427,line_1524
1901,node_2457,node_2855,line_1525
1902,node_2457,node_2855,line_1526
1903,node_2962,node_1959,line_1550
1904,node_2962,node_3983,line_1551
1905,node_2962,node_2988,line_1552
1906,node_168,node_2217,line_1528
1907,node_830,node_3526,line_1529
1908,node_3268,node_1171,line_1530
1909,node_3640,node_757,line_1531
1910,node_1313,node_498,line_1534
1911,node_1313,node_870,line_1535
1912,node_3979,node_3413,line_1536
1913,node_3979,node_4999,line_1537
1914,node_1981,node_1335,line_1540
1915,node_1981,node_2604,line_1541
1916,node_1981,node_3129,line_1542
1917,node_2680,node_1157,line_1543
1918,node_2680,node_3891,line_1544
1919,node_2680,node_1499,line_1545
1920,node_1981,node_2680,line_1546
1921,node_1981,node_2680,line_1547
1922,node_5527,node_784,line_1549
1923,node_1455,node_3665,line_1553
1924,node_4292,node_1332,line_1554
1925,node_4292,node_3334,line_1555
1926,node_1608,node_3429,line_1556
1927,node_2511,node_4065,line_1557
1928,node_2307,node_4791,line_1558
1929,node_2307,node_111,line_1559
1930,node_2307,node_3715,line_1560
1931,node_2307,node_3537,line_1561
1932,node_2307,node_4308,line_1562
1933,node_2307,node_901,line_1563
1934,node_2307,node_111,line_1564
1935,node_2307,node_5217,line_1565
1936,node_2131,node_1946,line_1566
1937,node_2131,node_4532,line_1567
1938,node_2307,node_4659,line_1568
1939,node_2131,node_4659,line_1569
1940,node_3397,node_2823,line_1570
1941,node_104,node_2092,line_1571
1942,node_778,node_4834,line_1572
1943,node_1963,node_4834,line_1573
1944,node_1210,node_2247,line_1574
1945,node_1105,node_454,line_1576
1946,node_1105,node_1439,line_1575
1947,node_1105,node_4465,line_1577
1948,node_1105,node_1405,line_1578
1949,node_2213,node_2589,line_1579
1950,node_4467,node_5203,line_1580
1951,node_3608,node_4467,line_1581
1952,node_3176,node_5366,line_1582
1953,node_3998,node_2827,line_1583
1954,node_4524,node_652,line_1584
1955,node_3462,node_5143,line_1585
1956,node_3462,node_3247,line_1586
1957,node_3257,node_229,line_1587
1958,node_3257,node_2643,line_1588
1959,node_3257,node_2776,line_1589
1960,node_278,node_2671,line_1590
1961,node_278,node_4592,line_1591
1962,node_278,node_5453,line_1592
1963,node_1985,node_3018,line_1593
1964,node_1985,node_2451,line_1594
1965,node_5029,node_4455,line_1595
1966,node_4053,node_657,line_1600
1967,node_5358,node_358,line_1601
1968,node_5358,node_1314,line_1602
1969,node_3267,node_2235,line_1603
1970,node_1463,node_2235,line_1604
1971,node_3861,node_2235,line_1605
1972,node_3234,node_2235,line_1606
1973,node_1232,node_2235,line_1607
1974,node_2120,node_2235,line_1608
1975,node_694,node_4532,line_1609
1976,node_260,node_2579,line_1612
1977,node_5449,node_85,line_1613
1978,node_1683,node_85,line_1614
1979,node_1931,node_1003,line_1616
1980,node_5148,node_2863,line_1615
1981,node_5194,node_3247,line_1617
1982,node_4209,node_5240,line_1618
1983,node_4209,node_162,line_1619
1984,node_4209,node_5240,line_1620
1985,node_4209,node_2266,line_1621
1986,node_4209,node_4920,line_1622
1987,node_1757,node_5446,line_1623
1988,node_1757,node_2706,line_1624
1989,node_1757,node_63,line_1625
1990,node_3857,node_966,line_1630
1991,node_3857,node_3092,line_1631
1992,node_3857,node_766,line_1632
1993,node_3857,node_4788,line_1633
1994,node_3857,node_1144,line_1634
1995,node_3857,node_2116,line_1635
1996,node_3857,node_855,line_1636
1997,node_3857,node_414,line_1637
1998,node_395,node_4474,line_1638
1999,node_3857,node_395,line_1639
2000,node_3857,node_395,line_1640
2001,node_2568,node_344,line_1643
2002,node_2568,node_569,line_1644
2003,node_1972,node_3447,line_1645
2004,node_5165,node_948,line_1646
2005,node_5165,node_188,line_1647
2006,node_4536,node_4249,line_1648
2007,node_4536,node_1137,line_1649
2008,node_1728,node_492,line_1650
2009,node_3677,node_3312,line_1651
2010,node_3677,node_1991,line_1652
2011,node_658,node_1687,line_1653
2012,node_5249,node_761,line_1666
2013,node_2525,node_530,line_1667
2014,node_642,node_761,line_1668
2015,node_3309,node_530,line_1669
2016,node_1942,node_2623,line_1672
2017,node_1942,node_2079,line_1673
2018,node_1942,node_674,line_1674
2019,node_1942,node_1553,line_1675
2020,node_1942,node_917,line_1676
2021,node_4449,node_2304,line_1677
2022,node_4449,node_5540,line_1678
2023,node_4449,node_2169,line_1679
2024,node_4449,node_5540,line_1680
2025,node_4899,node_5548,line_1682
2026,node_4899,node_3110,line_1683
2027,node_4899,node_3531,line_1684
2028,node_3602,node_95,line_1685
2029,node_3602,node_842,line_1686
2030,node_3602,node_1345,line_1687
2031,node_4150,node_2894,line_1691
2032,node_1298,node_1033,line_1692
2033,node_1298,node_3625,line_1693
2034,node_4218,node_2429,line_1694
2035,node_4067,node_61,line_1695
2036,node_4043,node_3706,line_1696
2037,node_4043,node_3706,line_1697
2038,node_4043,node_3706,line_1698
2039,node_772,node_1309,line_1704
2040,node_4873,node_1666,line_1705
2041,node_1536,node_5259,line_1706
2042,node_486,node_961,line_1707
2043,node_4419,node_5259,line_1708
2044,node_5234,node_4227,line_1710
2045,node_4458,node_1425,line_1709
2046,node_2513,node_2224,line_1711
2047,node_2513,node_145,line_1712
2048,node_931,node_1867,line_1713
2049,node_409,node_1867,line_1714
2050,node_5163,node_5471,line_1715
2051,node_5163,node_394,line_1716
2052,node_5163,node_2799,line_1717
2053,node_5163,node_4462,line_1718
2054,node_5163,node_1659,line_1719
2055,node_5163,node_1659,line_1720
2056,node_5183,node_1673,line_1721
2057,node_1288,node_1673,line_1722
2058,node_2796,node_1673,line_1723
2059,node_473,node_4732,line_1724
2060,node_5595,node_3789,line_1725
2061,node_473,node_5302,line_1726
2062,node_473,node_4342,line_1727
2063,node_5595,node_3789,line_1728
2064,node_58,node_4075,line_1729
2065,node_5595,node_58,line_1730
2066,node_5595,node_58,line_1731
2067,node_965,node_1666,line_1732
2068,node_965,node_2563,line_1733
2069,node_965,node_2840,line_1734
2070,node_4512,node_3834,line_1735
2071,node_1729,node_696,line_1736
2072,node_1729,node_437,line_1737
2073,node_1729,node_1850,line_1738
2074,node_1729,node_2992,line_1739
2075,node_1729,node_1833,line_1740
2076,node_1729,node_2992,line_1741
2077,node_2864,node_4063,line_1742
2078,node_2864,node_161,line_1743
2079,node_2864,node_4630,line_1744
2080,node_2864,node_1349,line_1745
2081,node_2070,node_2864,line_1746
2082,node_5556,node_2864,line_1747
2083,node_1729,node_2864,line_1748
2084,node_1729,node_2864,line_1749
2085,node_1729,node_2864,line_1750
2086,node_4953,node_2638,line_1751
2087,node_3094,node_1015,line_1752
2088,node_57,node_2348,line_1753
2089,node_4309,node_3827,line_1759
2090,node_3827,node_5253,line_1754
2091,node_3827,node_5532,line_1755
2092,node_3827,node_3782,line_1756
2093,node_3827,node_2101,line_1757
2094,node_2104,node_5450,line_1758
2095,node_4194,node_2314,line_1760
2096,node_4194,node_2155,line_1761
2097,node_4183,node_4602,line_1762
2098,node_4183,node_4099,line_1763
2099,node_4183,node_2552,line_1764
2100,node_4562,node_114,line_1765
2101,node_4562,node_266,line_1766
2102,node_612,node_3959,line_1767
2103,node_612,node_3109,line_1768
2104,node_1196,node_95,line_1769
2105,node_1196,node_4926,line_1770
2106,node_1196,node_5241,line_1771
2107,node_5231,node_3418,line_1772
2108,node_5231,node_3138,line_1773
2109,node_5231,node_1684,line_1774
2110,node_5231,node_1684,line_1775
2111,node_316,node_2364,line_1776
2112,node_316,node_2577,line_1777
2113,node_316,node_3,line_1778
2114,node_316,node_4963,line_1779
2115,node_4785,node_738,line_1780
2116,node_4785,node_4586,line_1781
2117,node_4785,node_3747,line_1782
2118,node_316,node_2364,line_1783
2119,node_4785,node_4963,line_1784
2120,node_4774,node_1221,line_1785
2121,node_4774,node_2765,line_1787
2122,node_4774,node_1584,line_1786
2123,node_4774,node_3287,line_1788
2124,node_4774,node_4887,line_1789
2125,node_4774,node_2459,line_1790
2126,node_4774,node_1584,line_1791
2127,node_4785,node_4774,line_1792
2128,node_316,node_4774,line_1793
2129,node_316,node_4774,line_1794
2130,node_5209,node_1490,line_1795
2131,node_4492,node_1490,line_1796
2132,node_1636,node_1490,line_1797
2133,node_1334,node_3830,line_1798
2134,node_1334,node_4904,line_1799
2135,node_1334,node_3830,line_1800
2136,node_4397,node_3158,line_1801
2137,node_4651,node_44,line_1802
2138,node_3091,node_3523,line_1803
2139,node_4340,node_5186,line_1804
2140,node_3507,node_1827,line_1805
2141,node_5024,node_676,line_1806
2142,node_5024,node_5101,line_1807
2143,node_1534,node_1310,line_1808
2144,node_1534,node_1556,line_1809
2145,node_1310,node_4432,line_1810
2146,node_4324,node_5212,line_1811
2147,node_234,node_2055,line_1812
2148,node_1128,node_393,line_1836
2149,node_616,node_3793,line_1997
2150,node_616,node_3971,line_1998
2151,node_5351,node_3036,line_2018
2152,node_5351,node_926,line_2019
2153,node_1778,node_2710,line_2020
2154,node_1778,node_791,line_2021
2155,node_1778,node_1197,line_2022
2156,node_1901,node_4757,line_2023
2157,node_4080,node_3901,line_2025
2158,node_4080,node_3901,line_2026
2159,node_4486,node_2210,line_2027
2160,node_3948,node_2767,line_2036
2161,node_1100,node_2472,line_2037
2162,node_1100,node_3735,line_2038
2163,node_1204,node_3415,line_2039
2164,node_286,node_3522,line_2042
2165,node_4343,node_2031,line_2043
2166,node_2983,node_1010,line_2092
2167,node_2983,node_3407,line_2093
2168,node_2983,node_1415,line_2094
2169,node_2983,node_1415,line_2095
2170,node_2983,node_4836,line_2096
2171,node_2496,node_212,line_2097
2172,node_2496,node_2385,line_2098
2173,node_2496,node_4373,line_2099
2174,node_1206,node_2853,line_2100
2175,node_1206,node_5536,line_2101
2176,node_4958,node_1206,line_2102
2177,node_2496,node_1206,line_2103
2178,node_2496,node_1206,line_2104
2179,node_1502,node_3347,line_2105
2180,node_1502,node_4231,line_2106
2181,node_1387,node_1099,line_2107
2182,node_5243,node_1538,line_2108
2183,node_10,node_3088,line_2109
2184,node_4226,node_2404,line_2110
2185,node_4226,node_5307,line_2111
2186,node_4226,node_2548,line_2112
2187,node_1159,node_729,line_2114
2188,node_1159,node_2374,line_2115
2189,node_2345,node_4660,line_2116
2190,node_2345,node_1158,line_2117
2191,node_2345,node_3796,line_2118
2192,node_2407,node_4119,line_2330
2193,node_2407,node_4119,line_2331
2194,node_837,node_2393,line_2436
2195,node_587,node_5379,line_2437
2196,node_837,node_2391,line_2438
2197,node_837,node_1540,line_2439
2198,node_3866,node_5343,line_2477
2199,node_3866,node_5343,line_2478
2200,node_2025,node_1357,line_2482
2201,node_546,node_1357,line_2483
2202,node_3461,node_1382,line_2484
2203,node_1616,node_1036,line_2489
2204,node_3930,node_603,line_2490
2205,node_3930,node_2158,line_2491
2206,node_3930,node_4215,line_2492
2207,node_4971,node_463,line_2499
2208,node_4048,node_1292,line_2501
2209,node_4048,node_3847,line_2502
2210,node_4048,node_4540,line_2503
2211,node_4048,node_1049,line_2504
2212,node_4815,node_4392,line_2505
2213,node_4815,node_2154,line_2506
2214,node_494,node_2766,line_2510
2215,node_494,node_1079,line_2509
2216,node_3416,node_3279,line_2517
2217,node_3416,node_980,line_2518
2218,node_3312,node_69,line_2519
2219,node_3312,node_3984,line_2520
2220,node_3312,node_69,line_2521
2221,node_1848,node_1947,line_2522
2222,node_1848,node_5126,line_2523
2223,node_3312,node_1848,line_2524
2224,node_3312,node_1848,line_2525
2225,node_2933,node_4377,line_2526
2226,node_2933,node_5354,line_2527
2227,node_2933,node_2470,line_2528
2228,node_2933,node_1016,line_2529
2229,node_2933,node_4435,line_2530
2230,node_4426,node_51,line_2532
2231,node_1749,node_3304,line_2892
2232,node_3524,node_3584,line_2903
2233,node_3524,node_60,line_2904
2234,node_3524,node_2944,line_2905
2235,node_3524,node_1573,line_2906
2236,node_3524,node_4078,line_2907
2237,node_3524,node_3584,line_2908
2238,node_3524,node_60,line_2909
2239,node_3524,node_3584,line_2910
2240,node_3341,node_94,line_2911
2241,node_3341,node_1533,line_2912
2242,node_3341,node_2573,line_2913
2243,node_3524,node_3341,line_2914
2244,node_3524,node_3341,line_2915
2245,node_4538,node_908,line_2938
2246,node_4538,node_1287,line_2939
2247,node_3399,node_2915,line_2957
2248,node_3399,node_3049,line_2958
2249,node_3809,node_3971,line_2959
2250,node_3399,node_5607,line_2960
2251,node_3809,node_681,line_2961
2252,node_3809,node_4047,line_2962
2253,node_3399,node_5257,line_2963
2254,node_3882,node_5621,line_2964
2255,node_3882,node_1709,line_2965
2256,node_3882,node_5621,line_2966
2257,node_3809,node_3882,line_2967
2258,node_3399,node_3882,line_2968
2259,node_5597,node_5615,line_2973
2260,node_5597,node_5615,line_2974
2261,node_4225,node_5149,line_2985
2262,node_4781,node_730,line_2991
2263,node_4781,node_2587,line_2992
2264,node_1234,node_703,line_2993
2265,node_5030,node_3824,line_3007
2266,node_4046,node_3824,line_3008
2267,node_4482,node_43,line_3009
2268,node_4482,node_4078,line_3010
2269,node_3711,node_5462,line_3011
2270,node_4245,node_4932,line_3012
2271,node_3711,node_4245,line_3013
2272,node_3999,node_3574,line_3046
2273,node_3035,node_1250,line_1813
2274,node_3458,node_3641,line_1814
2275,node_3122,node_3641,line_1815
2276,node_1331,node_1469,line_1816
2277,node_1331,node_4421,line_1817
2278,node_4271,node_301,line_1818
2279,node_4271,node_3593,line_1819
2280,node_4271,node_4018,line_1820
2281,node_2035,node_3186,line_1821
2282,node_3473,node_590,line_1822
2283,node_2425,node_1890,line_1823
2284,node_2425,node_1095,line_1824
2285,node_1969,node_3778,line_1825
2286,node_4161,node_3333,line_1826
2287,node_26,node_2631,line_1827
2288,node_26,node_3691,line_1828
2289,node_1959,node_3190,line_1829
2290,node_4159,node_2529,line_1832
2291,node_4159,node_3612,line_1833
2292,node_2529,node_2617,line_1834
2293,node_2529,node_3838,line_1835
2294,node_1181,node_1186,line_1839
2295,node_4893,node_4057,line_1837
2296,node_2697,node_1617,line_1838
2297,node_516,node_1818,line_1840
2298,node_4024,node_5610,line_1841
2299,node_2922,node_534,line_1842
2300,node_1373,node_4311,line_1843
2301,node_1373,node_342,line_1844
2302,node_2922,node_1373,line_1845
2303,node_5506,node_5015,line_1846
2304,node_3322,node_4222,line_1847
2305,node_4883,node_3330,line_1850
2306,node_4525,node_4160,line_1851
2307,node_4525,node_2806,line_1852
2308,node_325,node_967,line_1853
2309,node_325,node_2023,line_1854
2310,node_325,node_3651,line_1855
2311,node_3516,node_2570,line_1857
2312,node_3516,node_596,line_1856
2313,node_3516,node_2514,line_1858
2314,node_3783,node_2337,line_1859
2315,node_3783,node_4179,line_1860
2316,node_1445,node_3219,line_1862
2317,node_1531,node_2678,line_1863
2318,node_1531,node_3546,line_1864
2319,node_3276,node_1827,line_1865
2320,node_1134,node_849,line_1866
2321,node_1134,node_849,line_1867
2322,node_2280,node_934,line_1868
2323,node_2280,node_4838,line_1869
2324,node_2688,node_2372,line_1870
2325,node_3228,node_2372,line_1871
2326,node_5297,node_2372,line_1872
2327,node_2084,node_189,line_1873
2328,node_2084,node_11,line_1875
2329,node_2084,node_5193,line_1874
2330,node_2084,node_3740,line_1876
2331,node_2084,node_471,line_1877
2332,node_2084,node_2347,line_1878
2333,node_3777,node_2431,line_1879
2334,node_3777,node_1506,line_1880
2335,node_3777,node_2504,line_1881
2336,node_3777,node_2504,line_1882
2337,node_4007,node_140,line_1883
2338,node_4007,node_140,line_1884
2339,node_2084,node_3777,line_1885
2340,node_2084,node_3777,line_1886
2341,node_2084,node_3777,line_1887
2342,node_3777,node_4007,line_1888
2343,node_3777,node_4007,line_1889
2344,node_5221,node_2623,line_1890
2345,node_5221,node_2623,line_1891
2346,node_1221,node_3342,line_1892
2347,node_368,node_4856,line_1893
2348,node_368,node_1141,line_1894
2349,node_5221,node_1221,line_1895
2350,node_5221,node_1221,line_1896
2351,node_1221,node_368,line_1897
2352,node_4594,node_2533,line_1898
2353,node_3159,node_4133,line_1899
2354,node_3395,node_4638,line_1900
2355,node_3395,node_2809,line_1901
2356,node_3395,node_5170,line_1902
2357,node_1738,node_993,line_1903
2358,node_1738,node_3024,line_1904
2359,node_3460,node_62,line_1905
2360,node_3460,node_319,line_1906
2361,node_4933,node_1335,line_1907
2362,node_4933,node_3021,line_1908
2363,node_4933,node_3893,line_1909
2364,node_4933,node_3129,line_1910
2365,node_1962,node_165,line_1911
2366,node_5318,node_3712,line_1912
2367,node_2428,node_5365,line_1913
2368,node_2001,node_2625,line_1914
2369,node_2108,node_1469,line_1915
2370,node_2108,node_435,line_1916
2371,node_2108,node_5559,line_1917
2372,node_3697,node_1126,line_1918
2373,node_1188,node_1126,line_1919
2374,node_1085,node_2269,line_1920
2375,node_1085,node_2117,line_1921
2376,node_210,node_2127,line_1922
2377,node_210,node_2358,line_1923
2378,node_210,node_2127,line_1924
2379,node_2655,node_1688,line_1925
2380,node_2880,node_5248,line_1926
2381,node_2880,node_945,line_1927
2382,node_1564,node_435,line_1928
2383,node_2584,node_435,line_1929
2384,node_3457,node_4867,line_1930
2385,node_3388,node_16,line_1932
2386,node_3388,node_1555,line_1934
2387,node_3388,node_335,line_1936
2388,node_3388,node_3108,line_1938
2389,node_784,node_2265,line_1940
2390,node_784,node_3436,line_1942
2391,node_3388,node_2553,line_1944
2392,node_3362,node_4261,line_1945
2393,node_3252,node_4642,line_1946
2394,node_3362,node_3443,line_1947
2395,node_3362,node_2663,line_1948
2396,node_3252,node_2139,line_1949
2397,node_3252,node_2663,line_1950
2398,node_3388,node_3362,line_1952
2399,node_3388,node_3362,line_1954
2400,node_784,node_3362,line_1956
2401,node_2145,node_1053,line_1957
2402,node_2145,node_1148,line_1958
2403,node_1984,node_4128,line_1966
2404,node_1984,node_432,line_1967
2405,node_3654,node_5266,line_1962
2406,node_2224,node_4347,line_1963
2407,node_2224,node_2580,line_1964
2408,node_2224,node_1745,line_1965
2409,node_3982,node_482,line_1968
2410,node_1495,node_264,line_1969
2411,node_1495,node_419,line_1970
2412,node_1932,node_3995,line_1971
2413,node_90,node_1932,line_1972
2414,node_208,node_4435,line_1973
2415,node_745,node_3651,line_1974
2416,node_745,node_2309,line_1975
2417,node_1937,node_2553,line_1976
2418,node_4833,node_1089,line_1977
2419,node_2615,node_1089,line_1978
2420,node_1491,node_2497,line_1979
2421,node_643,node_2497,line_1980
2422,node_1333,node_987,line_1981
2423,node_1333,node_396,line_1982
2424,node_630,node_1267,line_1983
2425,node_2016,node_5172,line_1984
2426,node_2016,node_5236,line_1985
2427,node_543,node_3651,line_1986
2428,node_543,node_2309,line_1987
2429,node_496,node_3663,line_1988
2430,node_496,node_3505,line_1989
2431,node_193,node_3797,line_1990
2432,node_3183,node_3631,line_1991
2433,node_3183,node_1015,line_1992
2434,node_3183,node_1538,line_1993
2435,node_3408,node_2263,line_1994
2436,node_3408,node_1641,line_1995
2437,node_4004,node_241,line_1996
2438,node_3617,node_589,line_1999
2439,node_4746,node_3195,line_2000
2440,node_4746,node_3195,line_2001
2441,node_3617,node_3195,line_2002
2442,node_2536,node_3125,line_2003
2443,node_2536,node_5073,line_2004
2444,node_2536,node_3125,line_2005
2445,node_2536,node_5073,line_2006
2446,node_3617,node_3788,line_2007
2447,node_4746,node_391,line_2008
2448,node_2536,node_3788,line_2009
2449,node_2536,node_391,line_2010
2450,node_2049,node_2033,line_2011
2451,node_5277,node_1063,line_2012
2452,node_4389,node_5046,line_2013
2453,node_4389,node_563,line_2014
2454,node_4389,node_1155,line_2015
2455,node_1391,node_3381,line_2016
2456,node_1391,node_361,line_2017
2457,node_3163,node_836,line_2024
2458,node_3830,node_2239,line_2028
2459,node_3830,node_4358,line_2029
2460,node_3830,node_2239,line_2030
2461,node_3830,node_4358,line_2031
2462,node_2545,node_4665,line_2032
